year,state,office,candidate,party_detailed,winning_percentage
2016,WASHINGTON,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,36.83
2016,WEST VIRGINIA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,68.63
2016,WEST VIRGINIA,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,26.48
2016,WISCONSIN,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,47.22
2016,WISCONSIN,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,46.45
2016,WYOMING,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,67.4
2016,WYOMING,US PRESIDENT,"CLINTON, HILLARY",DEMOCRAT,21.63
2020,ALABAMA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,36.57
2020,ALABAMA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,62.03
2020,ALASKA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,42.77
2020,ALASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.83
2020,ARIZONA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,49.36
2020,ARIZONA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,49.06
2020,ARKANSAS,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,34.78
2020,ARKANSAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,62.4
2020,CALIFORNIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,63.48
2020,CALIFORNIA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,34.32
2020,COLORADO,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,55.01
2020,COLORADO,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,41.6
2020,CONNECTICUT,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.26
2020,CONNECTICUT,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,39.19
2020,DELAWARE,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,58.74
2020,DELAWARE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,39.77
2020,DISTRICT OF COLUMBIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,92.15
2020,DISTRICT OF COLUMBIA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,5.4
2020,FLORIDA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,47.86
2020,FLORIDA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,51.22
2020,GEORGIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,49.47
2020,GEORGIA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,49.24
2020,HAWAII,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,63.15
2020,HAWAII,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,33.95
2020,IDAHO,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,33.07
2020,IDAHO,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,63.84
2020,ILLINOIS,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,57.54
2020,ILLINOIS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,40.55
2020,INDIANA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,40.96
2020,INDIANA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,57.02
2020,IOWA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.8
2020,IOWA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,44.65
2020,KANSAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,56.21
2020,KANSAS,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,41.56
2020,KENTUCKY,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,62.09
2020,KENTUCKY,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,36.15
2020,LOUISIANA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,39.85
2020,LOUISIANA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.46
2020,MAINE,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,52.53
2020,MAINE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,43.55
2020,MARYLAND,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,32.15
2020,MARYLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,65.36
2020,MASSACHUSETTS,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,65.12
2020,MASSACHUSETTS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,31.91
2020,MICHIGAN,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.62
2020,MICHIGAN,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,47.84
2020,MINNESOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,45.28
2020,MINNESOTA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,52.4
2020,MISSISSIPPI,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,41.06
2020,MISSISSIPPI,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,57.6
2020,MISSOURI,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,56.8
2020,MISSOURI,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,41.41
2020,MONTANA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,56.92
2020,MONTANA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,40.55
2020,NEBRASKA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.22
2020,NEBRASKA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,39.17
2020,NEVADA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,47.67
2020,NEVADA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.06
2020,NEW HAMPSHIRE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,45.36
2020,NEW HAMPSHIRE,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,52.71
2020,NEW JERSEY,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,41.4
2020,NEW JERSEY,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,57.33
2020,NEW MEXICO,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,54.29
2020,NEW MEXICO,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,43.5
2020,NEW YORK,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,60.39
2020,NEW YORK,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,37.46
2020,NORTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,49.93
2020,NORTH CAROLINA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,48.59
2020,NORTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,65.11
2020,NORTH DAKOTA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,31.76
2020,OHIO,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,53.27
2020,OHIO,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,45.24
2020,OKLAHOMA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,65.37
2020,OKLAHOMA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,32.29
2020,OREGON,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,40.37
2020,OREGON,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,56.45
2020,PENNSYLVANIA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,48.84
2020,PENNSYLVANIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,50.01
2020,RHODE ISLAND,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,59.48
2020,RHODE ISLAND,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,38.67
2020,SOUTH CAROLINA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,55.09
2020,SOUTH CAROLINA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,43.42
2020,SOUTH DAKOTA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,61.77
2020,SOUTH DAKOTA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,35.61
2020,TENNESSEE,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,60.66
2020,TENNESSEE,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.45
2020,TEXAS,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,52.06
2020,TEXAS,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,46.48
2020,UTAH,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,37.65
2020,UTAH,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,58.13
2020,VERMONT,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,65.46
2020,VERMONT,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,30.38
2020,VIRGINIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,54.11
2020,VIRGINIA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,44.0
2020,WASHINGTON,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,57.97
2020,WASHINGTON,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,38.77
2020,WEST VIRGINIA,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,29.7
2020,WEST VIRGINIA,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,68.63
2020,WISCONSIN,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,49.45
2020,WISCONSIN,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,48.82
2020,WYOMING,US PRESIDENT,"BIDEN, JOSEPH R. JR",DEMOCRAT,26.39
2020,WYOMING,US PRESIDENT,"TRUMP, DONALD J.",REPUBLICAN,69.5
